state,state_name,county,metro,fmr_0br_median,fmr_0br_max,fmr_1br_median,fmr_1br_max,fmr_2br_median,fmr_2br_max,fmr_3br_median,fmr_3br_max,fmr_4br_median,fmr_4br_max,area_rows
MS,Mississippi,Rankin County,metro,1091,1091,1097,1097,1288,1288,1544,1544,1705,1705,1
MS,Mississippi,Scott County,metro,790,790,795,795,952,952,1141,1141,1260,1260,1
MS,Mississippi,Sharkey County,nonmetro,708,708,713,713,842,842,1115,1115,1118,1118,1
MS,Mississippi,Simpson County,metro,592,592,762,762,858,858,1193,1193,1439,1439,1
MS,Mississippi,Smith County,nonmetro,727,727,768,768,842,842,1012,1012,1118,1118,1
MS,Mississippi,Stone County,metro,734,734,739,739,969,969,1162,1162,1432,1432,1
MS,Mississippi,Sunflower County,nonmetro,581,581,642,642,842,842,1136,1136,1260,1260,1
MS,Mississippi,Tallahatchie County,nonmetro,727,727,768,768,842,842,1096,1096,1412,1412,1
MS,Mississippi,Tate County,metro,825,825,830,830,1089,1089,1337,1337,1493,1493,1
MS,Mississippi,Tippah County,nonmetro,733,733,768,768,842,842,1092,1092,1118,1118,1
MS,Mississippi,Tishomingo County,nonmetro,727,727,759,759,842,842,1115,1115,1118,1118,1
MS,Mississippi,Tunica County,metro,986,986,1073,1073,1186,1186,1422,1422,1570,1570,1
MS,Mississippi,Union County,nonmetro,760,760,795,795,872,872,1082,1082,1155,1155,1
MS,Mississippi,Walthall County,nonmetro,776,776,781,781,923,923,1107,1107,1222,1222,1
MS,Mississippi,Warren County,nonmetro,800,800,805,805,953,953,1181,1181,1336,1336,1
MS,Mississippi,Washington County,nonmetro,648,648,768,768,842,842,1177,1177,1412,1412,1
MS,Mississippi,Wayne County,nonmetro,708,708,713,713,842,842,1098,1098,1118,1118,1
MS,Mississippi,Webster County,nonmetro,708,708,713,713,842,842,1012,1012,1115,1115,1
MS,Mississippi,Wilkinson County,nonmetro,708,708,713,713,842,842,1049,1049,1118,1118,1
MS,Mississippi,Winston County,nonmetro,727,727,768,768,842,842,1111,1111,1115,1115,1
MS,Mississippi,Yalobusha County,nonmetro,667,667,672,672,842,842,1115,1115,1242,1242,1
MS,Mississippi,Yazoo County,metro,745,745,750,750,984,984,1209,1209,1303,1303,1
MT,Montana,Beaverhead County,nonmetro,803,803,978,978,1072,1072,1491,1491,1798,1798,1
MT,Montana,Big Horn County,nonmetro,976,976,992,992,1302,1302,1657,1657,2115,2115,1
MT,Montana,Blaine County,nonmetro,887,887,902,902,1184,1184,1420,1420,1914,1914,1
MT,Montana,Broadwater County,metro,1240,1240,1595,1595,1748,1748,2096,2096,2856,2856,1
MT,Montana,Carbon County,metro,1016,1016,1109,1109,1417,1417,1951,1951,2216,2216,1
MT,Montana,Carter County,nonmetro,932,932,1002,1002,1244,1244,1492,1492,2011,2011,1
MT,Montana,Cascade County,metro,960,960,979,979,1284,1284,1786,1786,2035,2035,1
MT,Montana,Chouteau County,nonmetro,980,980,996,996,1307,1307,1662,1662,1950,1950,1
MT,Montana,Custer County,nonmetro,1109,1109,1226,1226,1608,1608,2154,2154,2322,2322,1
MT,Montana,Daniels County,nonmetro,767,767,900,900,1023,1023,1414,1414,1654,1654,1
MT,Montana,Dawson County,nonmetro,940,940,956,956,1254,1254,1504,1504,1942,1942,1
MT,Montana,Deer Lodge County,nonmetro,809,809,985,985,1080,1080,1502,1502,1812,1812,1
MT,Montana,Fallon County,nonmetro,1050,1050,1093,1093,1401,1401,1936,1936,2265,2265,1
MT,Montana,Fergus County,nonmetro,1084,1084,1102,1102,1446,1446,1991,1991,2338,2338,1
MT,Montana,Flathead County,nonmetro,1267,1267,1289,1289,1691,1691,2224,2224,2837,2837,1
MT,Montana,Gallatin County,metro,1485,1485,1642,1642,2154,2154,2996,2996,3537,3537,1
MT,Montana,Garfield County,nonmetro,824,824,858,858,1099,1099,1349,1349,1777,1777,1
MT,Montana,Glacier County,nonmetro,956,956,1033,1033,1275,1275,1529,1529,1836,1836,1
MT,Montana,Golden Valley County,nonmetro,1004,1004,1045,1045,1339,1339,1862,1862,2165,2165,1
MT,Montana,Granite County,nonmetro,789,789,822,822,1053,1053,1464,1464,1702,1702,1
MT,Montana,Hill County,nonmetro,980,980,1069,1069,1307,1307,1724,1724,1731,1731,1
MT,Montana,Jefferson County,metro,968,968,1070,1070,1404,1404,1946,1946,1954,1954,1
MT,Montana,Judith Basin County,nonmetro,869,869,905,905,1160,1160,1583,1583,1875,1875,1
MT,Montana,Lake County,nonmetro,1097,1097,1104,1104,1444,1444,1865,1865,1990,1990,1
MT,Montana,Lewis and Clark County,metro,1136,1136,1319,1319,1647,1647,2250,2250,2496,2496,1
MT,Montana,Liberty County,nonmetro,775,775,807,807,1034,1034,1438,1438,1672,1672,1
MT,Montana,Lincoln County,nonmetro,919,919,1067,1067,1170,1170,1627,1627,1892,1892,1
MT,Montana,Madison County,nonmetro,1154,1154,1202,1202,1540,1540,2073,2073,2583,2583,1
MT,Montana,McCone County,nonmetro,1160,1160,1208,1208,1548,1548,2139,2139,2503,2503,1
MT,Montana,Meagher County,nonmetro,1044,1044,1087,1087,1393,1393,1925,1925,2252,2252,1
MT,Montana,Mineral County,metro,941,941,1083,1083,1361,1361,1632,1632,1915,1915,1
MT,Montana,Missoula County,metro,1143,1143,1400,1400,1655,1655,2302,2302,2776,2776,1
MT,Montana,Musselshell County,nonmetro,1007,1007,1226,1226,1344,1344,1869,1869,2255,2255,1
MT,Montana,Park County,nonmetro,1107,1107,1385,1385,1605,1605,2232,2232,2692,2692,1
MT,Montana,Petroleum County,nonmetro,1160,1160,1208,1208,1548,1548,2139,2139,2503,2503,1
MT,Montana,Phillips County,nonmetro,729,729,888,888,973,973,1353,1353,1573,1573,1
MT,Montana,Pondera County,nonmetro,940,940,1144,1144,1254,1254,1619,1619,1892,1892,1
MT,Montana,Powder River County,nonmetro,768,768,800,800,1025,1025,1426,1426,1657,1657,1
MT,Montana,Powell County,nonmetro,849,849,884,884,1133,1133,1576,1576,1832,1832,1
MT,Montana,Prairie County,nonmetro,1160,1160,1208,1208,1548,1548,2139,2139,2503,2503,1
MT,Montana,Ravalli County,nonmetro,1116,1116,1145,1145,1423,1423,1979,1979,2387,2387,1
MT,Montana,Richland County,nonmetro,1143,1143,1197,1197,1312,1312,1573,1573,2201,2201,1
MT,Montana,Roosevelt County,nonmetro,909,909,915,915,1201,1201,1440,1440,1942,1942,1
MT,Montana,Rosebud County,nonmetro,889,889,993,993,1186,1186,1649,1649,1990,1990,1
MT,Montana,Sanders County,nonmetro,769,769,878,878,1115,1115,1337,1337,1803,1803,1
MT,Montana,Sheridan County,nonmetro,908,908,923,923,1211,1211,1684,1684,1809,1809,1
MT,Montana,Silver Bow County,nonmetro,1028,1028,1149,1149,1414,1414,1967,1967,2180,2180,1
MT,Montana,Stillwater County,metro,884,884,958,958,1257,1257,1748,1748,2109,2109,1
MT,Montana,Sweet Grass County,nonmetro,881,881,918,918,1176,1176,1551,1551,1638,1638,1
MT,Montana,Teton County,nonmetro,1019,1019,1241,1241,1360,1360,1891,1891,2171,2171,1
MT,Montana,Toole County,nonmetro,918,918,1052,1052,1230,1230,1702,1702,1712,1712,1
MT,Montana,Treasure County,nonmetro,1160,1160,1208,1208,1548,1548,2139,2139,2503,2503,1
MT,Montana,Valley County,nonmetro,899,899,915,915,1200,1200,1566,1566,1753,1753,1
MT,Montana,Wheatland County,nonmetro,837,837,872,872,1117,1117,1553,1553,1806,1806,1
MT,Montana,Wibaux County,nonmetro,1160,1160,1208,1208,1548,1548,2139,2139,2503,2503,1
MT,Montana,Yellowstone County,metro,1016,1016,1109,1109,1417,1417,1951,1951,2216,2216,1
NC,North Carolina,Alamance County,metro,992,992,1230,1230,1348,1348,1670,1670,1972,1972,1
NC,North Carolina,Alexander County,metro,858,858,908,908,1095,1095,1372,1372,1660,1660,1
NC,North Carolina,Alleghany County,nonmetro,740,740,745,745,978,978,1173,1173,1470,1470,1
NC,North Carolina,Anson County,metro,785,785,867,867,1138,1138,1364,1364,1654,1654,1
NC,North Carolina,Ashe County,nonmetro,700,700,705,705,925,925,1220,1220,1225,1225,1
NC,North Carolina,Avery County,nonmetro,761,761,766,766,1005,1005,1205,1205,1510,1510,1
NC,North Carolina,Beaufort County,nonmetro,732,732,737,737,925,925,1220,1220,1552,1552,1
NC,North Carolina,Bertie County,nonmetro,790,790,796,796,1044,1044,1252,1252,1449,1449,1
NC,North Carolina,Bladen County,nonmetro,700,700,705,705,925,925,1258,1258,1298,1298,1
NC,North Carolina,Brunswick County,metro,1242,1242,1301,1301,1426,1426,1983,1983,2392,2392,1
NC,North Carolina,Buncombe County,metro,1436,1436,1674,1674,1835,1835,2231,2231,3078,3078,1
NC,North Carolina,Burke County,metro,858,858,908,908,1095,1095,1372,1372,1660,1660,1
NC,North Carolina,Cabarrus County,metro,1469,1469,1538,1538,1686,1686,2076,2076,2637,2637,1
NC,North Carolina,Caldwell County,metro,858,858,908,908,1095,1095,1372,1372,1660,1660,1
NC,North Carolina,Camden County,metro,1121,1121,1139,1139,1287,1287,1790,1790,2159,2159,1
NC,North Carolina,Carteret County,nonmetro,907,907,913,913,1198,1198,1541,1541,1966,1966,1
NC,North Carolina,Caswell County,nonmetro,743,743,748,748,925,925,1270,1270,1390,1390,1
NC,North Carolina,Catawba County,metro,858,858,908,908,1095,1095,1372,1372,1660,1660,1
NC,North Carolina,Chatham County,metro,1417,1417,1507,1507,1711,1711,2117,2117,2527,2527,1
NC,North Carolina,Cherokee County,nonmetro,645,645,713,713,935,935,1290,1290,1497,1497,1
NC,North Carolina,Chowan County,nonmetro,924,924,930,930,1220,1220,1463,1463,1615,1615,1
NC,North Carolina,Clay County,nonmetro,878,878,948,948,1039,1039,1429,1429,1561,1561,1
NC,North Carolina,Cleveland County,nonmetro,758,758,763,763,925,925,1286,1286,1322,1322,1
NC,North Carolina,Columbus County,nonmetro,718,718,722,722,925,925,1109,1109,1225,1225,1
NC,North Carolina,Craven County,nonmetro,897,897,902,902,1184,1184,1591,1591,1988,1988,1
NC,North Carolina,Cumberland County,metro,1090,1090,1113,1113,1251,1251,1667,1667,2068,2068,1
NC,North Carolina,Currituck County,metro,1492,1492,1512,1512,1713,1713,2376,2376,2797,2797,1
NC,North Carolina,Dare County,nonmetro,1120,1120,1305,1305,1430,1430,1821,1821,1893,1893,1
NC,North Carolina,Davidson County,metro,816,816,876,876,960,960,1316,1316,1591,1591,1
NC,North Carolina,Davie County,metro,995,995,1082,1082,1232,1232,1607,1607,1898,1898,1
NC,North Carolina,Duplin County,nonmetro,742,742,747,747,980,980,1175,1175,1377,1377,1
NC,North Carolina,Durham County,metro,1417,1417,1507,1507,1711,1711,2117,2117,2527,2527,1
NC,North Carolina,Edgecombe County,metro,913,913,918,918,1143,1143,1550,1550,1812,1812,1
NC,North Carolina,Forsyth County,metro,995,995,1082,1082,1232,1232,1607,1607,1898,1898,1
NC,North Carolina,Franklin County,metro,1524,1524,1596,1596,1750,1750,2196,2196,2936,2936,1
NC,North Carolina,Gaston County,metro,1469,1469,1538,1538,1686,1686,2076,2076,2637,2637,1
NC,North Carolina,Gates County,metro,1489,1489,1513,1513,1709,1709,2364,2364,2794,2794,1
NC,North Carolina,Graham County,nonmetro,782,782,844,844,925,925,1199,1199,1390,1390,1
NC,North Carolina,Granville County,nonmetro,1026,1026,1084,1084,1200,1200,1571,1571,1700,1700,1
NC,North Carolina,Greene County,nonmetro,782,782,823,823,925,925,1189,1189,1390,1390,1
NC,North Carolina,Guilford County,metro,1159,1159,1213,1213,1330,1330,1703,1703,1960,1960,1
NC,North Carolina,Halifax County,nonmetro,638,638,742,742,925,925,1190,1190,1367,1367,1
NC,North Carolina,Harnett County,nonmetro,805,805,810,810,980,980,1363,1363,1644,1644,1
NC,North Carolina,Haywood County,nonmetro,1039,1039,1122,1122,1230,1230,1475,1475,1844,1844,1
NC,North Carolina,Henderson County,metro,1436,1436,1674,1674,1835,1835,2231,2231,3078,3078,1
NC,North Carolina,Hertford County,nonmetro,638,638,705,705,925,925,1210,1210,1225,1225,1
NC,North Carolina,Hoke County,metro,756,756,761,761,998,998,1388,1388,1674,1674,1
NC,North Carolina,Hyde County,nonmetro,751,751,756,756,940,940,1204,1204,1413,1413,1
NC,North Carolina,Iredell County,metro,1167,1167,1222,1222,1340,1340,1809,1809,2248,2248,1
NC,North Carolina,Jackson County,nonmetro,840,840,879,879,964,964,1272,1272,1276,1276,1
NC,North Carolina,Johnston County,metro,1524,1524,1596,1596,1750,1750,2196,2196,2936,2936,1
NC,North Carolina,Jones County,nonmetro,748,748,752,752,925,925,1179,1179,1552,1552,1
NC,North Carolina,Lee County,nonmetro,874,874,880,880,1136,1136,1362,1362,1715,1715,1
NC,North Carolina,Lenoir County,nonmetro,727,727,732,732,925,925,1241,1241,1441,1441,1
NC,North Carolina,Lincoln County,metro,917,917,953,953,1054,1054,1461,1461,1728,1728,1
NC,North Carolina,Macon County,nonmetro,681,681,830,830,987,987,1183,1183,1325,1325,1
NC,North Carolina,Madison County,metro,1436,1436,1674,1674,1835,1835,2231,2231,3078,3078,1
NC,North Carolina,Martin County,nonmetro,700,700,705,705,925,925,1220,1220,1225,1225,1
NC,North Carolina,McDowell County,nonmetro,782,782,790,790,925,925,1180,1180,1225,1225,1
NC,North Carolina,Mecklenburg County,metro,1469,1469,1538,1538,1686,1686,2076,2076,2637,2637,1
NC,North Carolina,Mitchell County,nonmetro,700,700,705,705,925,925,1134,1134,1225,1225,1
NC,North Carolina,Montgomery County,nonmetro,789,789,794,794,925,925,1252,1252,1552,1552,1
NC,North Carolina,Moore County,metro,1157,1157,1239,1239,1358,1358,1889,1889,2278,2278,1
NC,North Carolina,Nash County,metro,913,913,918,918,1143,1143,1550,1550,1812,1812,1
NC,North Carolina,New Hanover County,metro,1144,1144,1513,1513,1659,1659,2178,2178,2319,2319,1
NC,North Carolina,Northampton County,nonmetro,736,736,741,741,972,972,1165,1165,1344,1344,1
NC,North Carolina,Onslow County,metro,929,929,935,935,1173,1173,1631,1631,1968,1968,1
NC,North Carolina,Orange County,metro,1417,1417,1507,1507,1711,1711,2117,2117,2527,2527,1
NC,North Carolina,Pamlico County,nonmetro,861,861,866,866,1077,1077,1291,1291,1618,1618,1
NC,North Carolina,Pasquotank County,nonmetro,921,921,927,927,1216,1216,1640,1640,1899,1899,1
NC,North Carolina,Pender County,metro,1016,1016,1064,1064,1166,1166,1622,1622,1956,1956,1
NC,North Carolina,Perquimans County,nonmetro,799,799,804,804,999,999,1382,1382,1387,1387,1
NC,North Carolina,Person County,metro,739,739,744,744,948,948,1318,1318,1377,1377,1
NC,North Carolina,Pitt County,metro,891,891,896,896,1095,1095,1465,1465,1837,1837,1
NC,North Carolina,Polk County,nonmetro,824,824,829,829,983,983,1351,1351,1649,1649,1
NC,North Carolina,Randolph County,metro,1159,1159,1213,1213,1330,1330,1703,1703,1960,1960,1
NC,North Carolina,Richmond County,nonmetro,714,714,814,814,925,925,1286,1286,1406,1406,1
NC,North Carolina,Robeson County,nonmetro,744,744,748,748,925,925,1187,1187,1389,1389,1
NC,North Carolina,Rockingham County,metro,717,717,793,793,1040,1040,1286,1286,1463,1463,1
NC,North Carolina,Rowan County,metro,952,952,958,958,1196,1196,1573,1573,2006,2006,1
NC,North Carolina,Rutherford County,nonmetro,801,801,806,806,925,925,1275,1275,1332,1332,1
NC,North Carolina,Sampson County,nonmetro,663,663,806,806,925,925,1109,1109,1302,1302,1
NC,North Carolina,Scotland County,nonmetro,750,750,755,755,925,925,1244,1244,1249,1249,1
NC,North Carolina,Stanly County,nonmetro,638,638,705,705,925,925,1281,1281,1466,1466,1
NC,North Carolina,Stokes County,metro,995,995,1082,1082,1232,1232,1607,1607,1898,1898,1
NC,North Carolina,Surry County,nonmetro,700,700,705,705,925,925,1109,1109,1406,1406,1
NC,North Carolina,Swain County,nonmetro,806,806,813,813,925,925,1264,1264,1390,1390,1
NC,North Carolina,Transylvania County,nonmetro,1032,1032,1039,1039,1363,1363,1634,1634,2048,2048,1
NC,North Carolina,Tyrrell County,nonmetro,739,739,744,744,925,925,1286,1286,1390,1390,1
NC,North Carolina,Union County,metro,1469,1469,1538,1538,1686,1686,2076,2076,2637,2637,1
NC,North Carolina,Vance County,nonmetro,738,738,743,743,975,975,1197,1197,1318,1318,1
NC,North Carolina,Wake County,metro,1524,1524,1596,1596,1750,1750,2196,2196,2936,2936,1
NC,North Carolina,Warren County,nonmetro,700,700,705,705,925,925,1172,1172,1239,1239,1
NC,North Carolina,Washington County,nonmetro,739,739,744,744,925,925,1197,1197,1391,1391,1
NC,North Carolina,Watauga County,nonmetro,822,822,988,988,1177,1177,1504,1504,1974,1974,1
NC,North Carolina,Wayne County,metro,942,942,948,948,1244,1244,1496,1496,2021,2021,1
NC,North Carolina,Wilkes County,nonmetro,782,782,793,793,925,925,1233,1233,1538,1538,1
NC,North Carolina,Wilson County,nonmetro,789,789,794,794,1025,1025,1307,1307,1541,1541,1
NC,North Carolina,Yadkin County,metro,995,995,1082,1082,1232,1232,1607,1607,1898,1898,1
NC,North Carolina,Yancey County,nonmetro,708,708,713,713,935,935,1233,1233,1238,1238,1
ND,North Dakota,Adams County,nonmetro,697,697,702,702,873,873,1214,1214,1464,1464,1
ND,North Dakota,Barnes County,nonmetro,718,718,722,722,948,948,1137,1137,1590,1590,1
ND,North Dakota,Benson County,nonmetro,760,760,769,769,873,873,1214,1214,1464,1464,1
ND,North Dakota,Billings County,nonmetro,697,697,702,702,873,873,1214,1214,1464,1464,1
ND,North Dakota,Bottineau County,nonmetro,760,760,796,796,873,873,1153,1153,1464,1464,1
ND,North Dakota,Bowman County,nonmetro,760,760,796,796,873,873,1214,1214,1427,1427,1
ND,North Dakota,Burke County,nonmetro,661,661,665,665,873,873,1101,1101,1464,1464,1
ND,North Dakota,Burleigh County,metro,961,961,1030,1030,1175,1175,1634,1634,1884,1884,1
ND,North Dakota,Cass County,metro,768,768,917,917,1112,1112,1547,1547,1865,1865,1
ND,North Dakota,Cavalier County,nonmetro,697,697,702,702,873,873,1170,1170,1464,1464,1
ND,North Dakota,Dickey County,nonmetro,725,725,730,730,873,873,1214,1214,1464,1464,1
ND,North Dakota,Divide County,nonmetro,1225,1225,1233,1233,1534,1534,1839,1839,2573,2573,1
ND,North Dakota,Dunn County,nonmetro,749,749,754,754,938,938,1125,1125,1574,1574,1
ND,North Dakota,Eddy County,nonmetro,661,661,665,665,873,873,1214,1214,1464,1464,1
ND,North Dakota,Emmons County,nonmetro,679,679,683,683,873,873,1047,1047,1464,1464,1
ND,North Dakota,Foster County,nonmetro,727,727,755,755,873,873,1214,1214,1464,1464,1
ND,North Dakota,Golden Valley County,nonmetro,820,820,826,826,1027,1027,1428,1428,1723,1723,1
ND,North Dakota,Grand Forks County,metro,863,863,868,868,1089,1089,1515,1515,1827,1827,1
ND,North Dakota,Grant County,nonmetro,678,678,683,683,873,873,1214,1214,1464,1464,1
ND,North Dakota,Griggs County,nonmetro,661,661,665,665,873,873,1076,1076,1464,1464,1
ND,North Dakota,Hettinger County,nonmetro,740,740,745,745,927,927,1149,1149,1555,1555,1
ND,North Dakota,Kidder County,nonmetro,727,727,729,729,873,873,1214,1214,1403,1403,1
ND,North Dakota,LaMoure County,nonmetro,700,700,704,704,873,873,1214,1214,1464,1464,1
ND,North Dakota,Logan County,nonmetro,810,810,815,815,1014,1014,1410,1410,1701,1701,1
ND,North Dakota,McHenry County,metro,725,725,839,839,1000,1000,1387,1387,1678,1678,1
ND,North Dakota,McIntosh County,nonmetro,760,760,787,787,873,873,1194,1194,1464,1464,1
ND,North Dakota,McKenzie County,nonmetro,1117,1117,1124,1124,1354,1354,1672,1672,2271,2271,1
ND,North Dakota,McLean County,nonmetro,760,760,796,796,873,873,1214,1214,1464,1464,1
ND,North Dakota,Mercer County,nonmetro,875,875,881,881,1156,1156,1386,1386,1531,1531,1
ND,North Dakota,Morton County,metro,961,961,1030,1030,1175,1175,1634,1634,1884,1884,1
ND,North Dakota,Mountrail County,nonmetro,738,738,850,850,1071,1071,1386,1386,1505,1505,1
ND,North Dakota,Nelson County,nonmetro,732,732,745,745,873,873,1214,1214,1464,1464,1
ND,North Dakota,Oliver County,metro,961,961,1030,1030,1175,1175,1634,1634,1884,1884,1
ND,North Dakota,Pembina County,nonmetro,760,760,791,791,873,873,1214,1214,1464,1464,1
ND,North Dakota,Pierce County,nonmetro,727,727,755,755,873,873,1214,1214,1464,1464,1
ND,North Dakota,Ramsey County,nonmetro,602,602,719,719,873,873,1214,1214,1464,1464,1
ND,North Dakota,Ransom County,nonmetro,710,710,715,715,923,923,1196,1196,1548,1548,1
ND,North Dakota,Renville County,metro,783,783,824,824,1081,1081,1329,1329,1557,1557,1
ND,North Dakota,Richland County,nonmetro,661,661,665,665,873,873,1214,1214,1464,1464,1
ND,North Dakota,Rolette County,nonmetro,722,722,727,727,954,954,1318,1318,1600,1600,1
ND,North Dakota,Sargent County,nonmetro,814,814,816,816,935,935,1261,1261,1569,1569,1
ND,North Dakota,Sheridan County,nonmetro,738,738,743,743,924,924,1285,1285,1550,1550,1
ND,North Dakota,Sioux County,nonmetro,727,727,733,733,873,873,1146,1146,1385,1385,1
ND,North Dakota,Slope County,nonmetro,738,738,743,743,924,924,1285,1285,1550,1550,1
ND,North Dakota,Stark County,nonmetro,869,869,874,874,1056,1056,1469,1469,1771,1771,1
ND,North Dakota,Steele County,nonmetro,697,697,702,702,873,873,1214,1214,1464,1464,1
ND,North Dakota,Stutsman County,nonmetro,676,676,680,680,873,873,1214,1214,1464,1464,1
ND,North Dakota,Towner County,nonmetro,697,697,702,702,873,873,1214,1214,1464,1464,1
ND,North Dakota,Traill County,nonmetro,686,686,690,690,873,873,1214,1214,1464,1464,1
ND,North Dakota,Walsh County,nonmetro,676,676,680,680,873,873,1140,1140,1464,1464,1
ND,North Dakota,Ward County,metro,806,806,960,960,1165,1165,1620,1620,1954,1954,1
ND,North Dakota,Wells County,nonmetro,760,760,796,796,873,873,1214,1214,1464,1464,1
ND,North Dakota,Williams County,nonmetro,1042,1042,1068,1068,1196,1196,1578,1578,1745,1745,1
NE,Nebraska,Adams County,nonmetro,711,711,811,811,961,961,1268,1268,1272,1272,1
NE,Nebraska,Antelope County,nonmetro,666,666,732,732,961,961,1268,1268,1272,1272,1
NE,Nebraska,Arthur County,nonmetro,666,666,732,732,961,961,1279,1279,1284,1284,1
NE,Nebraska,Banner County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Blaine County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Boone County,nonmetro,666,666,732,732,961,961,1268,1268,1272,1272,1
NE,Nebraska,Box Butte County,nonmetro,666,666,732,732,961,961,1182,1182,1284,1284,1
NE,Nebraska,Boyd County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Brown County,nonmetro,666,666,732,732,961,961,1279,1279,1284,1284,1
NE,Nebraska,Buffalo County,nonmetro,787,787,863,863,1031,1031,1360,1360,1730,1730,1
NE,Nebraska,Burt County,nonmetro,666,666,836,836,961,961,1231,1231,1384,1384,1
NE,Nebraska,Butler County,nonmetro,666,666,732,732,961,961,1268,1268,1272,1272,1
NE,Nebraska,Cass County,metro,1090,1090,1148,1148,1368,1368,1813,1813,2046,2046,1
NE,Nebraska,Cedar County,nonmetro,666,666,795,795,961,961,1268,1268,1612,1612,1
NE,Nebraska,Chase County,nonmetro,666,666,738,738,961,961,1152,1152,1612,1612,1
NE,Nebraska,Cherry County,nonmetro,710,710,780,780,1024,1024,1228,1228,1368,1368,1
NE,Nebraska,Cheyenne County,nonmetro,822,822,828,828,1086,1086,1302,1302,1438,1438,1
NE,Nebraska,Clay County,nonmetro,666,666,759,759,961,961,1152,1152,1304,1304,1
NE,Nebraska,Colfax County,nonmetro,759,759,929,929,1094,1094,1312,1312,1448,1448,1
NE,Nebraska,Cuming County,nonmetro,666,666,826,826,961,961,1268,1268,1272,1272,1
NE,Nebraska,Custer County,nonmetro,666,666,732,732,961,961,1337,1337,1472,1472,1
NE,Nebraska,Dakota County,metro,796,796,925,925,1154,1154,1386,1386,1528,1528,1
NE,Nebraska,Dawes County,nonmetro,715,715,786,786,1031,1031,1372,1372,1378,1378,1
NE,Nebraska,Dawson County,nonmetro,690,690,881,881,995,995,1267,1267,1317,1317,1
NE,Nebraska,Deuel County,nonmetro,666,666,732,732,961,961,1279,1279,1284,1284,1
NE,Nebraska,Dixon County,nonmetro,666,666,862,862,961,961,1337,1337,1382,1382,1
NE,Nebraska,Dodge County,nonmetro,784,784,861,861,1130,1130,1355,1355,1496,1496,1
NE,Nebraska,Douglas County,metro,1090,1090,1148,1148,1368,1368,1813,1813,2046,2046,1
NE,Nebraska,Dundy County,nonmetro,666,666,746,746,961,961,1187,1187,1284,1284,1
NE,Nebraska,Fillmore County,nonmetro,666,666,877,877,961,961,1279,1279,1284,1284,1
NE,Nebraska,Franklin County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Frontier County,nonmetro,666,666,732,732,961,961,1337,1337,1340,1340,1
NE,Nebraska,Furnas County,nonmetro,666,666,859,859,961,961,1305,1305,1602,1602,1
NE,Nebraska,Gage County,nonmetro,663,663,732,732,961,961,1152,1152,1298,1298,1
NE,Nebraska,Garden County,nonmetro,666,666,732,732,961,961,1152,1152,1272,1272,1
NE,Nebraska,Garfield County,nonmetro,666,666,732,732,961,961,1279,1279,1284,1284,1
NE,Nebraska,Gosper County,nonmetro,666,666,732,732,961,961,1240,1240,1461,1461,1
NE,Nebraska,Grant County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Greeley County,nonmetro,666,666,732,732,961,961,1152,1152,1301,1301,1
NE,Nebraska,Hall County,metro,867,867,978,978,1215,1215,1530,1530,2005,2005,1
NE,Nebraska,Hamilton County,nonmetro,666,666,824,824,961,961,1337,1337,1594,1594,1
NE,Nebraska,Harlan County,nonmetro,666,666,752,752,961,961,1268,1268,1272,1272,1
NE,Nebraska,Hayes County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Hitchcock County,nonmetro,666,666,732,732,961,961,1152,1152,1496,1496,1
NE,Nebraska,Holt County,nonmetro,663,663,802,802,961,961,1152,1152,1284,1284,1
NE,Nebraska,Hooker County,nonmetro,666,666,874,874,961,961,1187,1187,1284,1284,1
NE,Nebraska,Howard County,metro,752,752,910,910,1049,1049,1258,1258,1389,1389,1
NE,Nebraska,Jefferson County,nonmetro,666,666,759,759,961,961,1337,1337,1476,1476,1
NE,Nebraska,Johnson County,nonmetro,681,681,748,748,982,982,1177,1177,1312,1312,1
NE,Nebraska,Kearney County,nonmetro,689,689,757,757,993,993,1191,1191,1327,1327,1
NE,Nebraska,Keith County,nonmetro,666,666,760,760,961,961,1172,1172,1327,1327,1
NE,Nebraska,Keya Paha County,nonmetro,666,666,732,732,961,961,1187,1187,1284,1284,1
NE,Nebraska,Kimball County,nonmetro,708,708,732,732,961,961,1279,1279,1351,1351,1
NE,Nebraska,Knox County,nonmetro,666,666,732,732,961,961,1152,1152,1351,1351,1
NE,Nebraska,Lancaster County,metro,855,855,926,926,1141,1141,1587,1587,1712,1712,1
NE,Nebraska,Lincoln County,nonmetro,796,796,802,802,1052,1052,1261,1261,1520,1520,1
NE,Nebraska,Logan County,nonmetro,666,666,732,732,961,961,1152,1152,1284,1284,1
NE,Nebraska,Loup County,nonmetro,666,666,732,732,961,961,1279,1279,1284,1284,1
NE,Nebraska,Madison County,nonmetro,684,684,758,758,992,992,1285,1285,1524,1524,1
